iter	RMSE
0	0.7353276777
1	0.7042354352
2	0.6740499238
3	0.6448783766
4	0.6178226113
5	0.5912986297
6	0.5662333413
7	0.5419363229
8	0.5188676101
9	0.4974222941
10	0.4765134929
11	0.4561225557
12	0.4366441591
13	0.4180547428
14	0.4004250575
15	0.3832413894
16	0.3671314933
17	0.3518446304
18	0.3370281309
19	0.3228814323
20	0.3093850817
21	0.2963970402
22	0.2839750945
23	0.2720497938
24	0.2607150183
25	0.2502064393
26	0.2397408122
27	0.2299958931
28	0.2205907394
29	0.2114628134
30	0.2030470244
31	0.1949724388
32	0.1872324202
33	0.1798175899
34	0.172651675
35	0.1658381056
36	0.15924218
37	0.1529330996
38	0.1468333766
39	0.1414679502
40	0.1359742529
41	0.1308552464
42	0.1261327764
43	0.1214585795
44	0.1166529945
45	0.1123903634
46	0.1082872204
47	0.1043954944
48	0.1007370938
49	0.09728707683
50	0.09387556398
51	0.09063820362
52	0.08765811454
53	0.08481059009
54	0.08198159168
55	0.0794768164
56	0.07716514801
57	0.07467024181
58	0.07242919572
59	0.07044772731
60	0.06841547009
61	0.06664014057
62	0.06484705226
63	0.06326036699
64	0.06177931342
65	0.05990418662
66	0.05867686165
67	0.05711875558
68	0.05590101888
69	0.05464101658
70	0.05346426458
71	0.05198462125
72	0.05055025693
73	0.04956091034
74	0.04829395923
75	0.04717256984
76	0.04607887832
77	0.04533988057
78	0.04430547188
79	0.04365889161
80	0.04295435902
81	0.04190745633
82	0.04138280979
83	0.04062664422
84	0.04004888821
85	0.03914926277
86	0.03869306003
87	0.03816065066
88	0.03736300929
89	0.03692968657
90	0.03615328773
91	0.03573033229
92	0.03523658685
93	0.03489305411
94	0.03464217203
95	0.03424707963
96	0.03356976204
97	0.03325025308
98	0.03263033921
99	0.03202201761
100	0.0317428914
101	0.03151791308
102	0.03093259707
103	0.03072763102
104	0.03017938252
105	0.02966892129
106	0.02947568752
107	0.02925561395
108	0.02896771305
109	0.02845527057
110	0.02824844934
111	0.02808627561
112	0.02792486359
113	0.02777684475
114	0.02728851966
115	0.0268161972
116	0.02664576892
117	0.02619261633
118	0.02576501413
119	0.02561149485
120	0.02545737412
121	0.02502526056
122	0.02487625501
123	0.0244573099
124	0.02415058124
125	0.02379568362
126	0.0234107173
127	0.0232831642
128	0.02319348328
129	0.02300136275
130	0.02266034855
131	0.02251442336
132	0.02239478833
133	0.02204318894
134	0.02169394133
135	0.02155949835
136	0.02145474109
137	0.02132338636
138	0.02106522888
139	0.02092844823
140	0.02061175696
141	0.02031203196
142	0.02000134631
143	0.01989245389
144	0.01988839338
145	0.01958212986
146	0.01947796235
147	0.01937644199
148	0.01924897428
149	0.01895644495
150	0.01883624864
151	0.01870925145
152	0.01861475371
153	0.01833900713
154	0.01825152679
155	0.01799566568
156	0.01772236049
157	0.01760615867
158	0.01750030143
159	0.01726837108
160	0.01717532452
161	0.01691256408
162	0.0166544541
163	0.01640714009
164	0.01620202238
165	0.01612892342
166	0.01589460802
167	0.01580204194
168	0.01557472946
169	0.01535642958
170	0.01525643397
171	0.01505591379
172	0.01485157713
173	0.014752721
174	0.01458160391
175	0.0143867408
176	0.01429124108
177	0.01422222344
178	0.01404285107
179	0.01396373991
180	0.01387335924
181	0.0137985667
182	0.01361428664
183	0.01356123377
184	0.01346959374
185	0.01330170802
186	0.01323693172
187	0.01316853691
188	0.01301018467
189	0.01283986661
190	0.01270659088
191	0.01266209454
192	0.01260695755
193	0.01244598108
194	0.01228889948
195	0.01219677997
196	0.0121109432
197	0.01195836278
198	0.01188265975
199	0.01180894462
200	0.01173213195
201	0.01166403631
202	0.01151417434
203	0.0113679853
204	0.01132958475
205	0.01118978677
206	0.01115361399
207	0.01102599352
208	0.01094282618
209	0.01081282304
210	0.0107791208
211	0.0107264408
212	0.01059587033
213	0.01054972872
214	0.01042129826
215	0.01030081608
216	0.01019574046
217	0.01013635
218	0.01006514483
219	0.009948654404
220	0.009883679688
221	0.009804344242
222	0.009716647761
223	0.009666638953
224	0.009602588315
225	0.009514512802
226	0.009493997181
227	0.009445217151
228	0.009377798559
229	0.009294625266
230	0.009235355518
231	0.009178781174
232	0.009130696308
233	0.009033031937
234	0.008987295902
235	0.008928655807
236	0.008879990915
237	0.008780736254
238	0.008688594147
239	0.008640560481
240	0.008592068042
241	0.008501439241
242	0.008447138319
243	0.008392867356
244	0.008348798231
245	0.008301003163
246	0.008246050187
247	0.008208677492
248	0.008134615095
249	0.008048181021
250	0.007985933079
251	0.007973122373
252	0.007929136098
253	0.007883636235
254	0.00783962793
255	0.007793752745
256	0.007749153269
257	0.007712744546
258	0.007644226669
259	0.007591378856
260	0.007524799615
261	0.00744651562
262	0.007441220284
263	0.007366543682
264	0.007331111631
265	0.007294757269
266	0.007249008996
267	0.007219264542
268	0.007157643208
269	0.007120806798
270	0.007079147784
271	0.007008217244
272	0.00696412544
273	0.006932124157
274	0.006898303683
275	0.006827920375
276	0.006801447255
277	0.006767913412
278	0.006726239441
279	0.006713193739
280	0.006681000058
281	0.006650615246
282	0.006592830649
283	0.006555962186
284	0.006525901408
285	0.006499736224
286	0.00643217329
287	0.006404474801
288	0.006375207301
289	0.006306930588
290	0.006285793399
291	0.006253912131
292	0.006227887252
293	0.006164337352
294	0.00613682487
295	0.006111048624
296	0.006085487794
297	0.006062587545
298	0.006031894631
299	0.006008341046
300	0.005942955618
301	0.005892479387
302	0.005860195322
303	0.005849135283
304	0.005825625848
305	0.005796494437
306	0.0057432124
307	0.005720953533
308	0.005696634725
309	0.005682343009
310	0.005660375645
311	0.005640192206
312	0.00562046215
313	0.005601803215
314	0.005582954001
315	0.005564423528
316	0.005555120779
317	0.005545983892
318	0.005526617225
319	0.005506734352
320	0.005483271602
321	0.005466828565
322	0.005451485367
323	0.005424473711
324	0.005366568604
325	0.005348581901
326	0.005334470492
327	0.005314238132
328	0.005299452133
329	0.005243116707
330	0.005227647281
331	0.005208795641
332	0.005192630175
333	0.005178557648
334	0.005152993778
335	0.005137128969
336	0.005122331593
337	0.005108615251
338	0.005101882512
339	0.005049309131
340	0.005038416506
341	0.004986313668
342	0.004977549339
343	0.004957157839
344	0.004908148857
345	0.004885974005
346	0.004844239626
347	0.00482974086
348	0.004816578646
349	0.004800636508
350	0.004789035496
351	0.004769613073
352	0.004745194046
353	0.004710470228
354	0.004695413876
355	0.004653784093
356	0.004638588962
357	0.004599325104
358	0.004568197081
359	0.004557102365
360	0.004538622237
361	0.004498994497
362	0.004481440562
363	0.004443431728
364	0.004438712205
365	0.004424681524
366	0.004411482966
367	0.004399714383
368	0.004392137003
369	0.004375805826
370	0.004363705682
371	0.004356493518
372	0.004345830311
373	0.004334994388
374	0.004307610128
375	0.004296526484
376	0.004281325022
377	0.004269410274
378	0.004264769154
379	0.004224163705
380	0.004210960552
381	0.004202212196
382	0.004174805652
383	0.004164924976
384	0.004150900617
385	0.004143225997
386	0.004135338284
387	0.004125898612
388	0.004116596004
389	0.004103944627
390	0.004075782749
391	0.004063692579
392	0.004033077192
393	0.004007653998
394	0.003980803277
395	0.003971956345
396	0.003942521395
397	0.003931181644
398	0.003927873375
399	0.003916242246
400	0.003911851225
401	0.003904139573
402	0.003898115019
403	0.003876339064
404	0.003867855478
405	0.003859725718
406	0.003853477696
407	0.003830060408
408	0.003824459771
409	0.003816879803
410	0.003809776315
411	0.003797651361
412	0.003773004352
413	0.003753063223
414	0.003748087791
415	0.003740238162
416	0.00373522799
417	0.003728652135
418	0.003717659115
419	0.00371246551
420	0.003705353849
421	0.003698524922
422	0.003675905828
423	0.003665570823
424	0.00365803974
425	0.003634236447
426	0.003626883854
427	0.003620153659
428	0.003612961208
429	0.003590571562
430	0.00358555717
431	0.00357973258
432	0.003568809989
433	0.003564477423
434	0.003557521054
435	0.003537257939
436	0.003529786269
437	0.003523527702
438	0.003518078871
439	0.00350714782
440	0.003478960767
441	0.003472747707
442	0.003467050226
443	0.003461795265
444	0.003434733941
445	0.003431706051
446	0.0034303214
447	0.003421375986
448	0.003412295497
449	0.003392277969
450	0.003387157853
451	0.003367851682
452	0.003362104593
453	0.003353749822
454	0.003350156773
455	0.003325848624
456	0.003317576734
457	0.003308682353
458	0.003301976518
459	0.003285504552
460	0.003280750983
461	0.003271839421
462	0.003263588806
463	0.003254664199
464	0.003250048924
465	0.0032321635
466	0.003208977482
467	0.003201314081
468	0.003196435996
469	0.003185549431
470	0.003179885833
471	0.003163363732
472	0.003158362035
473	0.003144169799
474	0.003138593643
475	0.003132659002
476	0.003121380352
477	0.003114652334
478	0.003108551764
479	0.003103139599
480	0.003088010048
481	0.003082907564
482	0.003078931125
483	0.003069043357
484	0.003064798759
485	0.003049531784
486	0.003043658763
487	0.003033242007
488	0.003028708053
489	0.003024282054
490	0.003010183357
491	0.003000939224
492	0.002995354417
493	0.002990884437
494	0.002983048218
495	0.002976286624
496	0.00295781935
497	0.002953528227
498	0.002948288471
499	0.00294489178
500	0.002934806274
501	0.00292619032
502	0.002921543383
503	0.002917004406
504	0.002909848886
505	0.002903496195
506	0.002893541425
507	0.00288749679
508	0.002882800793
509	0.002880400944
510	0.002874635551
511	0.00286995768
512	0.002865994109
513	0.002847110021
514	0.002842069923
515	0.0028390523
516	0.002823610955
517	0.002818795102
518	0.002809675211
519	0.002792363619
520	0.002788527005
521	0.002777325309
522	0.002772775658
523	0.00276814951
524	0.002757406187
525	0.002753373414
526	0.002749103606
527	0.002733232562
528	0.002728941726
529	0.002725033834
530	0.002721060829
531	0.002712776312
532	0.002705589562
533	0.002701358208
534	0.002697477896
535	0.002693641192
536	0.002689750855
537	0.00268701332
538	0.002683288235
539	0.002679654103
540	0.002674926666
541	0.002659503319
542	0.002651957161
543	0.002647688881
544	0.00263885775
545	0.002634543075
546	0.002627709229
547	0.00262181714
548	0.002614285541
549	0.00260647955
550	0.002602034045
551	0.002592783142
552	0.002589716977
553	0.002585717344
554	0.00258302691
555	0.002578945708
556	0.002575959079
557	0.002572631041
558	0.002563455176
559	0.002556630919
560	0.002549469032
561	0.002541612854
562	0.002535750649
563	0.002532047061
564	0.002528373695
565	0.002524932163
566	0.002522431815
567	0.002519568544
568	0.002514475801
569	0.002510652146
570	0.002508725851
571	0.002502053467
572	0.002498839836
573	0.002496585833
574	0.002493843227
575	0.00248536913
576	0.002479502183
577	0.002476561544
578	0.002463637981
579	0.002457690132
580	0.002443424455
581	0.002439268913
582	0.002435735988
583	0.002432659068
584	0.002427069231
585	0.002423526645
586	0.002419614733
587	0.002415978836
588	0.002405515425
589	0.002402266896
590	0.002400329055
591	0.002396824061
592	0.002384660603
593	0.002381531024
594	0.002379212521
595	0.002376668039
596	0.002373167905
597	0.002362591007
598	0.002360735513
599	0.002357445549
600	0.002353568083
601	0.002349748817
602	0.002346762862
603	0.002343976991
604	0.002342450037
605	0.002340012933
606	0.002333194609
607	0.002329712446
608	0.002327927184
609	0.002324705045
610	0.002314850588
611	0.002308273232
612	0.002307292776
613	0.002304636992
614	0.002293516417
615	0.002291311141
616	0.002281586036
617	0.002277792786
618	0.002274716754
619	0.002271046001
620	0.002268196617
621	0.002265920662
622	0.002262379318
623	0.002255968345
624	0.002252560513
625	0.002247996701
626	0.002243844195
627	0.00224189977
628	0.002238739143
629	0.002235741603
630	0.002223814124
631	0.002214962377
632	0.002212210353
633	0.00220894218
634	0.00220263208
635	0.002192551923
636	0.002189554128
637	0.002188148811
638	0.002182010932
639	0.002180324451
640	0.002177803271
641	0.002175393627
642	0.002173744893
643	0.002171857088
644	0.002169550444
645	0.002162613513
646	0.002160824664
647	0.00215773375
648	0.002156070164
649	0.002153329068
650	0.002151952965
651	0.002151310582
652	0.00214297857
653	0.002134997938
654	0.002133147152
655	0.002132102548
656	0.002124379437
657	0.002122031567
658	0.002120022929
659	0.002118918031
660	0.002116286259
661	0.002114396256
662	0.002111299312
663	0.002110353903
664	0.002104964789
665	0.002097584896
666	0.002090764617
667	0.002089428931
668	0.002082217497
669	0.002075909324
670	0.002074134434
671	0.002065062741
672	0.002063369543
673	0.002054684697
674	0.002048809257
675	0.002041163498
676	0.00204014879
677	0.002039596411
678	0.00203837726
679	0.00203150837
680	0.002025399781
681	0.002022230691
682	0.002021005442
683	0.002019395161
684	0.002013326831
685	0.002011689173
686	0.002010135591
687	0.002008661436
688	0.00200276757
689	0.00200136713
690	0.001995630906
691	0.001994125431
692	0.001993651515
693	0.00199272399
694	0.001990468596
695	0.001987387087
696	0.001982727622
697	0.00197970024
698	0.001978585807
699	0.001973016772
700	0.001972057474
701	0.001971666084
702	0.001969349504
703	0.001968970538
704	0.001965194637
705	0.001964088919
706	0.001961506563
707	0.001958148509
708	0.001951034126
709	0.001950228786
710	0.001942489351
711	0.001937151266
712	0.00193602062
713	0.001935634849
714	0.001927889252
715	0.00192755061
716	0.00192090433
717	0.001919414485
718	0.001918709762
719	0.001917956087
720	0.001916116831
721	0.00191531251
722	0.001908971341
723	0.001908011088
724	0.001901913101
725	0.00190131123
726	0.001898881312
727	0.001898380979
728	0.00189319813
729	0.001892249006
